Username,Follower count:,Post ID,Media Type:,Caption,Likes,Comments,Timestamp,Tags,clean_captions,collocated_captions,final_cleaned,hour,dayofweek,month
champion,5016610,3.15255e+18,8,"Style meets self-care ✨🧘

#Champion #selfcare",1996,11,2023-07-22 13:44:45+00:00,0,style meets selfcare ✨🧘 champion selfcare,"['style_meets', 'selfcare', '✨🧘', 'champion', 'selfcare']",style_meets selfcare ✨🧘 champion selfcare,13,5,7
champion,5016610,3.15185e+18,2,"Someone somewhere said it’s the details that makes the fit and they were 100% right.

#Champion #Classic #staplepiece",1339,12,2023-07-21 14:37:54+00:00,0,someone somewhere said ’ details makes fit 100 right champion classic staplepiece,"['someone', 'somewhere', 'said', '’', 'details', 'makes', 'fit', '100', 'right', 'champion', 'classic', 'staplepiece']",someone somewhere said ’ details makes fit 100 right champion classic staplepiece,14,4,7
champion,5016610,3.15111e+18,1,"Must look this good to ride the rides 🎡

📸: @jonomite

#Champion",957,29,2023-07-20 14:04:50+00:00,0,must look good ride rides 🎡 📸 jonomite champion,"['must', 'look', 'good', 'ride', 'rides', '🎡', '📸', 'jonomite', 'champion']",must look good ride rides 🎡 📸 jonomite champion,14,3,7
champion,5016610,3.15036e+18,1,"Bobbi Champions the electrifying art of Afro-beats. Dancing with an infectious energy and rhythm. Bobbi is a skilled dancer with a deep appreciation for the culture and music. She has been able to captivate audiences everywhere, bringing joy to people through the power of movement.

📸: @shotbylasalle

#ChampionWhatMovesYou #Champion",682,29,2023-07-19 13:02:22+00:00,0,bobbi champions electrifying art afrobeats dancing infectious energy rhythm bobbi skilled dancer deep appreciation culture music able captivate audiences everywhere bringing joy people power movement 📸 shotbylasalle championwhatmovesyou champion,"['bobbi', 'champions', 'electrifying', 'art', 'afrobeats', 'dancing', 'infectious', 'energy', 'rhythm', 'bobbi', 'skilled', 'dancer', 'deep', 'appreciation', 'culture', 'music', 'able', 'captivate', 'audiences', 'everywhere', 'bringing', 'joy', 'people', 'power', 'movement', '📸', 'shotbylasalle', 'championwhatmovesyou_champion']",bobbi champions electrifying art afrobeats dancing infectious energy rhythm bobbi skilled dancer deep appreciation culture music able captivate audiences everywhere bringing joy people power movement 📸 shotbylasalle championwhatmovesyou_champion,13,2,7
champion,5016610,3.11486e+18,2,"To Champion is to create with purpose. To create with purpose is to inspire action, push boundaries, build communities and move the culture forward. Everything we do is about giving creators the space to Champion what they believe in. So, what do you Champion?

#champion #championwhatmovesyou",1375,69,2023-05-31 13:30:29+00:00,0,champion create purpose create purpose inspire action push boundaries build communities move culture forward everything giving creators space champion believe champion champion championwhatmovesyou,"['champion', 'create_purpose', 'create_purpose', 'inspire', 'action', 'push_boundaries', 'build', 'communities', 'move', 'culture', 'forward', 'everything', 'giving', 'creators', 'space', 'champion', 'believe', 'champion', 'champion_championwhatmovesyou']",champion create_purpose create_purpose inspire action push_boundaries build communities move culture forward everything giving creators space champion believe champion champion_championwhatmovesyou,13,2,5
champion,5016610,3.16722e+18,8,Celebrate 50 years of hip hop with the official @hiphop50 Champion x @massappeal hoodie. Available in classic black and cool grey. Get yours at the links in our story. 🔥🎤,710,9,2023-08-11 19:30:13+00:00,2,celebrate 50 years hip hop official hiphop50 champion x massappeal hoodie available classic black cool grey get links story 🔥🎤,"['celebrate', '50_years', 'hip_hop', 'official', 'hiphop50', 'champion', 'x', 'massappeal', 'hoodie', 'available', 'classic', 'black', 'cool', 'grey', 'get', 'links', 'story', '🔥🎤']",celebrate 50_years hip_hop official hiphop50 champion x massappeal hoodie available classic black cool grey get links story 🔥🎤,19,4,8
champion,5016610,3.16714e+18,2,"From humble beginnings in the Bronx to a worldwide, cultural force, hip hop is unstoppable. Today, Champion celebrates 50 years of storytelling, passion and resilience. 🎉 #HipHop50
 
Narration by: @ksthewolf",1488,35,2023-08-11 16:42:32+00:00,3,humble beginnings bronx worldwide cultural force hip hop unstoppable today champion celebrates 50 years storytelling passion resilience 🎉 hiphop50 narration ksthewolf,"['humble', 'beginnings', 'bronx', 'worldwide', 'cultural', 'force', 'hip_hop', 'unstoppable', 'today', 'champion', 'celebrates', '50_years', 'storytelling', 'passion', 'resilience', '🎉', 'hiphop50', 'narration', 'ksthewolf']",humble beginnings bronx worldwide cultural force hip_hop unstoppable today champion celebrates 50_years storytelling passion resilience 🎉 hiphop50 narration ksthewolf,16,4,8
champion,5016610,3.16629e+18,1,"Any time is a good time for girl dinner.

📸: @simplyallisonmarie",956,8,2023-08-10 12:30:19+00:00,1,time good time girl dinner 📸 simplyallisonmarie,"['time', 'good', 'time', 'girl', 'dinner', '📸', 'simplyallisonmarie']",time good time girl dinner 📸 simplyallisonmarie,12,3,8
champion,5016610,3.16558e+18,1,"Nihn's an indie musician who isn’t about following any trends. This young musician stays true to his passion and artistic instincts whether he's shredding on his instrument or belting out a tune.

""I Champion fearless art because art and music encompass profound contemplation. They embody truth and hold immense significance. A true (fearless) artist is one who actively pursues the truth in their creative journey.”

📸: @mauosaki",630,10,2023-08-09 13:02:19+00:00,0,nihns indie musician ’ following trends young musician stays true passion artistic instincts whether hes shredding instrument belting tune champion fearless art art music encompass profound contemplation embody truth hold immense significance true fearless artist one actively pursues truth creative journey ” 📸 mauosaki,"['nihns', 'indie', 'musician', '’', 'following', 'trends', 'young', 'musician', 'stays', 'true', 'passion', 'artistic', 'instincts', 'whether', 'hes', 'shredding', 'instrument', 'belting', 'tune', 'champion', 'fearless', 'art', 'art', 'music', 'encompass', 'profound', 'contemplation', 'embody', 'truth', 'hold', 'immense', 'significance', 'true', 'fearless', 'artist', 'one', 'actively', 'pursues', 'truth', 'creative', 'journey', '”', '📸', 'mauosaki']",nihns indie musician ’ following trends young musician stays true passion artistic instincts whether hes shredding instrument belting tune champion fearless art art music encompass profound contemplation embody truth hold immense significance true fearless artist one actively pursues truth creative journey ” 📸 mauosaki,13,2,8
champion,5016610,3.16485e+18,1,"We clipped these ourselves, can’t you tell?",911,14,2023-08-08 13:03:40+00:00,0,clipped ’ tell,"['clipped', '’_tell']",clipped ’_tell,13,1,8
champion,5016610,3.16414e+18,2,Bras and leggings that come with a lil lift? Yes please 😍#Champion #sportsbra #fyp,891,18,2023-08-07 13:36:24+00:00,0,bras leggings come lil lift yes please 😍champion sportsbra fyp,"['bras', 'leggings', 'come', 'lil', 'lift', 'yes', 'please', '😍champion', 'sportsbra', 'fyp']",bras leggings come lil lift yes please 😍champion sportsbra fyp,13,0,8
champion,5016610,3.16198e+18,1,"Hats on hats on hats 🧢

#Champion #Style",1549,14,2023-08-04 14:04:00+00:00,0,hats hats hats 🧢 champion style,"['hats_hats', 'hats', '🧢', 'champion_style']",hats_hats hats 🧢 champion_style,14,4,8
champion,5016610,3.16056e+18,1,"Working as a veterinary nurse while simultaneously smashing her degree, Kodie is no push over when it comes to hard work. At dawn or after a long day of caring for wide variety of animals, the surf calls her. Whether it's 1ft or 8ft, you’ll find her with that contagious smile, waxing her board and ready to champion the line up. Surfing hasn’t come easy for her, but does Kodie really sound like someone who gives up without a
fight?

📸: @studiohansa

#Champion #ChampionWhatMovesYou",504,6,2023-08-02 15:03:35+00:00,0,working veterinary nurse simultaneously smashing degree kodie push comes hard work dawn long day caring wide variety animals surf calls whether 1ft 8ft ’ find contagious smile waxing board ready champion line surfing ’ come easy kodie really sound like someone gives without fight 📸 studiohansa champion championwhatmovesyou,"['working', 'veterinary', 'nurse', 'simultaneously', 'smashing', 'degree', 'kodie', 'push', 'comes', 'hard', 'work', 'dawn', 'long', 'day', 'caring', 'wide', 'variety', 'animals', 'surf', 'calls', 'whether', '1ft', '8ft', '’', 'find', 'contagious', 'smile', 'waxing', 'board', 'ready', 'champion', 'line', 'surfing', '’', 'come', 'easy', 'kodie', 'really', 'sound', 'like', 'someone', 'gives', 'without', 'fight', '📸', 'studiohansa', 'champion_championwhatmovesyou']",working veterinary nurse simultaneously smashing degree kodie push comes hard work dawn long day caring wide variety animals surf calls whether 1ft 8ft ’ find contagious smile waxing board ready champion line surfing ’ come easy kodie really sound like someone gives without fight 📸 studiohansa champion_championwhatmovesyou,15,2,8
champion,5016610,3.15979e+18,1,"Effortless cool, Champion-approved 😎

📸: @9_g.jin

#Champion",1681,13,2023-08-01 13:30:13+00:00,0,effortless cool championapproved 😎 📸 9gjin champion,"['effortless', 'cool', 'championapproved', '😎', '📸', '9gjin', 'champion']",effortless cool championapproved 😎 📸 9gjin champion,13,1,8
champion,5016610,3.15913e+18,2,"Tokyo, NYC, LA, London 📍Available exclusively at @palaceskateboards stores.",1280,9,2023-07-31 15:40:52+00:00,2,tokyo nyc la london 📍available exclusively palaceskateboards stores,"['tokyo', 'nyc', 'la', 'london', '📍available', 'exclusively', 'palaceskateboards', 'stores']",tokyo nyc la london 📍available exclusively palaceskateboards stores,15,0,7
champion,5016610,3.15908e+18,1,"Now THAT’S a color to turn heads in 👀

#Champion #Neon #Style",647,7,2023-07-31 14:04:40+00:00,0,’ color turn heads 👀 champion neon style,"['’', 'color', 'turn', 'heads', '👀', 'champion', 'neon', 'style']",’ color turn heads 👀 champion neon style,14,0,7
champion,5016610,3.15836e+18,2,"Champion style works on all levels ⬆️

#Champion #Style #OOTD",913,4,2023-07-30 14:04:11+00:00,0,champion style works levels ⬆️ champion style ootd,"['champion_style', 'works', 'levels', '⬆️', 'champion_style', 'ootd']",champion_style works levels ⬆️ champion_style ootd,14,6,7
champion,5016610,3.15777e+18,1,"You never need a reason to wear camo.

#Champion #Camo",731,8,2023-07-29 18:29:41+00:00,0,never need reason wear camo champion camo,"['never', 'need', 'reason', 'wear', 'camo', 'champion', 'camo']",never need reason wear camo champion camo,18,5,7
champion,5016610,3.15763e+18,2,"last weekend's plans >>>> this weekend's plans

#Champion #RollingLoud #Summer",3173,17,2023-07-29 14:03:52+00:00,0,last weekends plans weekends plans champion rollingloud summer,"['last', 'weekends_plans', 'weekends_plans', 'champion', 'rollingloud', 'summer']",last weekends_plans weekends_plans champion rollingloud summer,14,5,7
champion,5016610,3.15691e+18,2,"Attention to detail down to the last stitch 🪡

#Champion #details #embroidery",4168,18,2023-07-28 14:09:25+00:00,0,attention detail last stitch 🪡 champion details embroidery,"['attention', 'detail', 'last', 'stitch', '🪡', 'champion', 'details', 'embroidery']",attention detail last stitch 🪡 champion details embroidery,14,4,7
champion,5016610,3.1562e+18,1,"Fall colors, summer fit 🍁☀️

#SummerStyle #Champion

📸: @andrematthewgordon",790,13,2023-07-27 14:30:22+00:00,0,fall colors summer fit 🍁☀️ summerstyle champion 📸 andrematthewgordon,"['fall', 'colors', 'summer', 'fit', '🍁☀️', 'summerstyle', 'champion', '📸', 'andrematthewgordon']",fall colors summer fit 🍁☀️ summerstyle champion 📸 andrematthewgordon,14,3,7
champion,5016610,3.15543e+18,1,"I Champion authenticity and not caring about other people's opinions of me. When you don't care, it provides you with a type of freedom that frees the mind and frees the creative process. Authenticity is key to my creativity, you will see and know who I am through my art.

📸: @JC_Verona

#ChampionWhatMovesYou #Champion",593,7,2023-07-26 13:03:13+00:00,0,champion authenticity caring peoples opinions dont care provides type freedom frees mind frees creative process authenticity key creativity see know art 📸 jcverona championwhatmovesyou champion,"['champion', 'authenticity', 'caring', 'peoples', 'opinions', 'dont', 'care', 'provides', 'type', 'freedom', 'frees', 'mind', 'frees', 'creative', 'process', 'authenticity', 'key', 'creativity', 'see', 'know', 'art', '📸', 'jcverona', 'championwhatmovesyou_champion']",champion authenticity caring peoples opinions dont care provides type freedom frees mind frees creative process authenticity key creativity see know art 📸 jcverona championwhatmovesyou_champion,13,2,7
champion,5016610,3.15494e+18,2,"What’s in our bag:
✅ phone
✅ wallet
✅✅✅ Champion gear

#MagicMoment #Champion #dufflebag",822,4,2023-07-25 20:48:36+00:00,0,’ bag ✅ phone ✅ wallet ✅✅✅ champion gear magicmoment champion dufflebag,"['’', 'bag', '✅', 'phone', '✅', 'wallet', '✅✅✅', 'champion', 'gear', 'magicmoment', 'champion', 'dufflebag']",’ bag ✅ phone ✅ wallet ✅✅✅ champion gear magicmoment champion dufflebag,20,1,7
champion,5016610,3.15415e+18,8,"If buying yourself flowers was a jacket 💐

#Champion #Lettermans #Flowers #jacket",4522,23,2023-07-24 18:31:01+00:00,0,buying flowers jacket 💐 champion lettermans flowers jacket,"['buying', 'flowers_jacket', '💐', 'champion', 'lettermans', 'flowers_jacket']",buying flowers_jacket 💐 champion lettermans flowers_jacket,18,0,7
champion,5016610,3.15337e+18,8,"We see you Cosmo and Wanda 💕💚🪄

#Champion #packable #travelfriendly #jackets #unisex",1810,15,2023-07-23 16:48:46+00:00,0,see cosmo wanda 💕💚🪄 champion packable travelfriendly jackets unisex,"['see', 'cosmo', 'wanda', '💕💚🪄', 'champion', 'packable', 'travelfriendly', 'jackets', 'unisex']",see cosmo wanda 💕💚🪄 champion packable travelfriendly jackets unisex,16,6,7
champion,5016610,3.15255e+18,8,"Style meets self-care ✨🧘

#Champion #selfcare",1996,11,2023-07-22 13:44:45+00:00,0,style meets selfcare ✨🧘 champion selfcare,"['style_meets', 'selfcare', '✨🧘', 'champion', 'selfcare']",style_meets selfcare ✨🧘 champion selfcare,13,5,7
champion,5016610,3.15185e+18,2,"Someone somewhere said it’s the details that makes the fit and they were 100% right.

#Champion #Classic #staplepiece",1339,12,2023-07-21 14:37:54+00:00,0,someone somewhere said ’ details makes fit 100 right champion classic staplepiece,"['someone', 'somewhere', 'said', '’', 'details', 'makes', 'fit', '100', 'right', 'champion', 'classic', 'staplepiece']",someone somewhere said ’ details makes fit 100 right champion classic staplepiece,14,4,7
champion,5016610,3.15111e+18,1,"Must look this good to ride the rides 🎡

📸: @jonomite

#Champion",957,29,2023-07-20 14:04:50+00:00,0,must look good ride rides 🎡 📸 jonomite champion,"['must', 'look', 'good', 'ride', 'rides', '🎡', '📸', 'jonomite', 'champion']",must look good ride rides 🎡 📸 jonomite champion,14,3,7
champion,5016610,3.15036e+18,1,"Bobbi Champions the electrifying art of Afro-beats. Dancing with an infectious energy and rhythm. Bobbi is a skilled dancer with a deep appreciation for the culture and music. She has been able to captivate audiences everywhere, bringing joy to people through the power of movement.

📸: @shotbylasalle

#ChampionWhatMovesYou #Champion",682,29,2023-07-19 13:02:22+00:00,0,bobbi champions electrifying art afrobeats dancing infectious energy rhythm bobbi skilled dancer deep appreciation culture music able captivate audiences everywhere bringing joy people power movement 📸 shotbylasalle championwhatmovesyou champion,"['bobbi', 'champions', 'electrifying', 'art', 'afrobeats', 'dancing', 'infectious', 'energy', 'rhythm', 'bobbi', 'skilled', 'dancer', 'deep', 'appreciation', 'culture', 'music', 'able', 'captivate', 'audiences', 'everywhere', 'bringing', 'joy', 'people', 'power', 'movement', '📸', 'shotbylasalle', 'championwhatmovesyou_champion']",bobbi champions electrifying art afrobeats dancing infectious energy rhythm bobbi skilled dancer deep appreciation culture music able captivate audiences everywhere bringing joy people power movement 📸 shotbylasalle championwhatmovesyou_champion,13,2,7
champion,5016610,3.11486e+18,2,"To Champion is to create with purpose. To create with purpose is to inspire action, push boundaries, build communities and move the culture forward. Everything we do is about giving creators the space to Champion what they believe in. So, what do you Champion?

#champion #championwhatmovesyou",1375,69,2023-05-31 13:30:29+00:00,0,champion create purpose create purpose inspire action push boundaries build communities move culture forward everything giving creators space champion believe champion champion championwhatmovesyou,"['champion', 'create_purpose', 'create_purpose', 'inspire', 'action', 'push_boundaries', 'build', 'communities', 'move', 'culture', 'forward', 'everything', 'giving', 'creators', 'space', 'champion', 'believe', 'champion', 'champion_championwhatmovesyou']",champion create_purpose create_purpose inspire action push_boundaries build communities move culture forward everything giving creators space champion believe champion champion_championwhatmovesyou,13,2,5
champion,5016610,3.16722e+18,8,Celebrate 50 years of hip hop with the official @hiphop50 Champion x @massappeal hoodie. Available in classic black and cool grey. Get yours at the links in our story. 🔥🎤,710,9,2023-08-11 19:30:13+00:00,2,celebrate 50 years hip hop official hiphop50 champion x massappeal hoodie available classic black cool grey get links story 🔥🎤,"['celebrate', '50_years', 'hip_hop', 'official', 'hiphop50', 'champion', 'x', 'massappeal', 'hoodie', 'available', 'classic', 'black', 'cool', 'grey', 'get', 'links', 'story', '🔥🎤']",celebrate 50_years hip_hop official hiphop50 champion x massappeal hoodie available classic black cool grey get links story 🔥🎤,19,4,8
champion,5016610,3.16714e+18,2,"From humble beginnings in the Bronx to a worldwide, cultural force, hip hop is unstoppable. Today, Champion celebrates 50 years of storytelling, passion and resilience. 🎉 #HipHop50
 
Narration by: @ksthewolf",1488,35,2023-08-11 16:42:32+00:00,3,humble beginnings bronx worldwide cultural force hip hop unstoppable today champion celebrates 50 years storytelling passion resilience 🎉 hiphop50 narration ksthewolf,"['humble', 'beginnings', 'bronx', 'worldwide', 'cultural', 'force', 'hip_hop', 'unstoppable', 'today', 'champion', 'celebrates', '50_years', 'storytelling', 'passion', 'resilience', '🎉', 'hiphop50', 'narration', 'ksthewolf']",humble beginnings bronx worldwide cultural force hip_hop unstoppable today champion celebrates 50_years storytelling passion resilience 🎉 hiphop50 narration ksthewolf,16,4,8
champion,5016610,3.16629e+18,1,"Any time is a good time for girl dinner.

📸: @simplyallisonmarie",956,8,2023-08-10 12:30:19+00:00,1,time good time girl dinner 📸 simplyallisonmarie,"['time', 'good', 'time', 'girl', 'dinner', '📸', 'simplyallisonmarie']",time good time girl dinner 📸 simplyallisonmarie,12,3,8
champion,5016610,3.16558e+18,1,"Nihn's an indie musician who isn’t about following any trends. This young musician stays true to his passion and artistic instincts whether he's shredding on his instrument or belting out a tune.

""I Champion fearless art because art and music encompass profound contemplation. They embody truth and hold immense significance. A true (fearless) artist is one who actively pursues the truth in their creative journey.”

📸: @mauosaki",630,10,2023-08-09 13:02:19+00:00,0,nihns indie musician ’ following trends young musician stays true passion artistic instincts whether hes shredding instrument belting tune champion fearless art art music encompass profound contemplation embody truth hold immense significance true fearless artist one actively pursues truth creative journey ” 📸 mauosaki,"['nihns', 'indie', 'musician', '’', 'following', 'trends', 'young', 'musician', 'stays', 'true', 'passion', 'artistic', 'instincts', 'whether', 'hes', 'shredding', 'instrument', 'belting', 'tune', 'champion', 'fearless', 'art', 'art', 'music', 'encompass', 'profound', 'contemplation', 'embody', 'truth', 'hold', 'immense', 'significance', 'true', 'fearless', 'artist', 'one', 'actively', 'pursues', 'truth', 'creative', 'journey', '”', '📸', 'mauosaki']",nihns indie musician ’ following trends young musician stays true passion artistic instincts whether hes shredding instrument belting tune champion fearless art art music encompass profound contemplation embody truth hold immense significance true fearless artist one actively pursues truth creative journey ” 📸 mauosaki,13,2,8
champion,5016610,3.16485e+18,1,"We clipped these ourselves, can’t you tell?",911,14,2023-08-08 13:03:40+00:00,0,clipped ’ tell,"['clipped', '’_tell']",clipped ’_tell,13,1,8
champion,5016610,3.16414e+18,2,Bras and leggings that come with a lil lift? Yes please 😍#Champion #sportsbra #fyp,891,18,2023-08-07 13:36:24+00:00,0,bras leggings come lil lift yes please 😍champion sportsbra fyp,"['bras', 'leggings', 'come', 'lil', 'lift', 'yes', 'please', '😍champion', 'sportsbra', 'fyp']",bras leggings come lil lift yes please 😍champion sportsbra fyp,13,0,8
champion,5016610,3.16198e+18,1,"Hats on hats on hats 🧢

#Champion #Style",1549,14,2023-08-04 14:04:00+00:00,0,hats hats hats 🧢 champion style,"['hats_hats', 'hats', '🧢', 'champion_style']",hats_hats hats 🧢 champion_style,14,4,8
champion,5016610,3.16056e+18,1,"Working as a veterinary nurse while simultaneously smashing her degree, Kodie is no push over when it comes to hard work. At dawn or after a long day of caring for wide variety of animals, the surf calls her. Whether it's 1ft or 8ft, you’ll find her with that contagious smile, waxing her board and ready to champion the line up. Surfing hasn’t come easy for her, but does Kodie really sound like someone who gives up without a
fight?

📸: @studiohansa

#Champion #ChampionWhatMovesYou",504,6,2023-08-02 15:03:35+00:00,0,working veterinary nurse simultaneously smashing degree kodie push comes hard work dawn long day caring wide variety animals surf calls whether 1ft 8ft ’ find contagious smile waxing board ready champion line surfing ’ come easy kodie really sound like someone gives without fight 📸 studiohansa champion championwhatmovesyou,"['working', 'veterinary', 'nurse', 'simultaneously', 'smashing', 'degree', 'kodie', 'push', 'comes', 'hard', 'work', 'dawn', 'long', 'day', 'caring', 'wide', 'variety', 'animals', 'surf', 'calls', 'whether', '1ft', '8ft', '’', 'find', 'contagious', 'smile', 'waxing', 'board', 'ready', 'champion', 'line', 'surfing', '’', 'come', 'easy', 'kodie', 'really', 'sound', 'like', 'someone', 'gives', 'without', 'fight', '📸', 'studiohansa', 'champion_championwhatmovesyou']",working veterinary nurse simultaneously smashing degree kodie push comes hard work dawn long day caring wide variety animals surf calls whether 1ft 8ft ’ find contagious smile waxing board ready champion line surfing ’ come easy kodie really sound like someone gives without fight 📸 studiohansa champion_championwhatmovesyou,15,2,8
champion,5016610,3.15979e+18,1,"Effortless cool, Champion-approved 😎

📸: @9_g.jin

#Champion",1681,13,2023-08-01 13:30:13+00:00,0,effortless cool championapproved 😎 📸 9gjin champion,"['effortless', 'cool', 'championapproved', '😎', '📸', '9gjin', 'champion']",effortless cool championapproved 😎 📸 9gjin champion,13,1,8
champion,5016610,3.15913e+18,2,"Tokyo, NYC, LA, London 📍Available exclusively at @palaceskateboards stores.",1280,9,2023-07-31 15:40:52+00:00,2,tokyo nyc la london 📍available exclusively palaceskateboards stores,"['tokyo', 'nyc', 'la', 'london', '📍available', 'exclusively', 'palaceskateboards', 'stores']",tokyo nyc la london 📍available exclusively palaceskateboards stores,15,0,7
champion,5016610,3.15908e+18,1,"Now THAT’S a color to turn heads in 👀

#Champion #Neon #Style",647,7,2023-07-31 14:04:40+00:00,0,’ color turn heads 👀 champion neon style,"['’', 'color', 'turn', 'heads', '👀', 'champion', 'neon', 'style']",’ color turn heads 👀 champion neon style,14,0,7
champion,5016610,3.15836e+18,2,"Champion style works on all levels ⬆️

#Champion #Style #OOTD",913,4,2023-07-30 14:04:11+00:00,0,champion style works levels ⬆️ champion style ootd,"['champion_style', 'works', 'levels', '⬆️', 'champion_style', 'ootd']",champion_style works levels ⬆️ champion_style ootd,14,6,7
champion,5016610,3.15777e+18,1,"You never need a reason to wear camo.

#Champion #Camo",731,8,2023-07-29 18:29:41+00:00,0,never need reason wear camo champion camo,"['never', 'need', 'reason', 'wear', 'camo', 'champion', 'camo']",never need reason wear camo champion camo,18,5,7
champion,5016610,3.15763e+18,2,"last weekend's plans >>>> this weekend's plans

#Champion #RollingLoud #Summer",3173,17,2023-07-29 14:03:52+00:00,0,last weekends plans weekends plans champion rollingloud summer,"['last', 'weekends_plans', 'weekends_plans', 'champion', 'rollingloud', 'summer']",last weekends_plans weekends_plans champion rollingloud summer,14,5,7
champion,5016610,3.15691e+18,2,"Attention to detail down to the last stitch 🪡

#Champion #details #embroidery",4168,18,2023-07-28 14:09:25+00:00,0,attention detail last stitch 🪡 champion details embroidery,"['attention', 'detail', 'last', 'stitch', '🪡', 'champion', 'details', 'embroidery']",attention detail last stitch 🪡 champion details embroidery,14,4,7
champion,5016610,3.1562e+18,1,"Fall colors, summer fit 🍁☀️

#SummerStyle #Champion

📸: @andrematthewgordon",790,13,2023-07-27 14:30:22+00:00,0,fall colors summer fit 🍁☀️ summerstyle champion 📸 andrematthewgordon,"['fall', 'colors', 'summer', 'fit', '🍁☀️', 'summerstyle', 'champion', '📸', 'andrematthewgordon']",fall colors summer fit 🍁☀️ summerstyle champion 📸 andrematthewgordon,14,3,7
champion,5016610,3.15543e+18,1,"I Champion authenticity and not caring about other people's opinions of me. When you don't care, it provides you with a type of freedom that frees the mind and frees the creative process. Authenticity is key to my creativity, you will see and know who I am through my art.

📸: @JC_Verona

#ChampionWhatMovesYou #Champion",593,7,2023-07-26 13:03:13+00:00,0,champion authenticity caring peoples opinions dont care provides type freedom frees mind frees creative process authenticity key creativity see know art 📸 jcverona championwhatmovesyou champion,"['champion', 'authenticity', 'caring', 'peoples', 'opinions', 'dont', 'care', 'provides', 'type', 'freedom', 'frees', 'mind', 'frees', 'creative', 'process', 'authenticity', 'key', 'creativity', 'see', 'know', 'art', '📸', 'jcverona', 'championwhatmovesyou_champion']",champion authenticity caring peoples opinions dont care provides type freedom frees mind frees creative process authenticity key creativity see know art 📸 jcverona championwhatmovesyou_champion,13,2,7
champion,5016610,3.15494e+18,2,"What’s in our bag:
✅ phone
✅ wallet
✅✅✅ Champion gear

#MagicMoment #Champion #dufflebag",822,4,2023-07-25 20:48:36+00:00,0,’ bag ✅ phone ✅ wallet ✅✅✅ champion gear magicmoment champion dufflebag,"['’', 'bag', '✅', 'phone', '✅', 'wallet', '✅✅✅', 'champion', 'gear', 'magicmoment', 'champion', 'dufflebag']",’ bag ✅ phone ✅ wallet ✅✅✅ champion gear magicmoment champion dufflebag,20,1,7
champion,5016610,3.15415e+18,8,"If buying yourself flowers was a jacket 💐

#Champion #Lettermans #Flowers #jacket",4522,23,2023-07-24 18:31:01+00:00,0,buying flowers jacket 💐 champion lettermans flowers jacket,"['buying', 'flowers_jacket', '💐', 'champion', 'lettermans', 'flowers_jacket']",buying flowers_jacket 💐 champion lettermans flowers_jacket,18,0,7
champion,5016610,3.15337e+18,8,"We see you Cosmo and Wanda 💕💚🪄

#Champion #packable #travelfriendly #jackets #unisex",1810,15,2023-07-23 16:48:46+00:00,0,see cosmo wanda 💕💚🪄 champion packable travelfriendly jackets unisex,"['see', 'cosmo', 'wanda', '💕💚🪄', 'champion', 'packable', 'travelfriendly', 'jackets', 'unisex']",see cosmo wanda 💕💚🪄 champion packable travelfriendly jackets unisex,16,6,7
champion,5016610,3.15255e+18,8,"Style meets self-care ✨🧘

#Champion #selfcare",1996,11,2023-07-22 13:44:45+00:00,0,style meets selfcare ✨🧘 champion selfcare,"['style_meets', 'selfcare', '✨🧘', 'champion', 'selfcare']",style_meets selfcare ✨🧘 champion selfcare,13,5,7
champion,5016610,3.15185e+18,2,"Someone somewhere said it’s the details that makes the fit and they were 100% right.

#Champion #Classic #staplepiece",1339,12,2023-07-21 14:37:54+00:00,0,someone somewhere said ’ details makes fit 100 right champion classic staplepiece,"['someone', 'somewhere', 'said', '’', 'details', 'makes', 'fit', '100', 'right', 'champion', 'classic', 'staplepiece']",someone somewhere said ’ details makes fit 100 right champion classic staplepiece,14,4,7
champion,5016610,3.15111e+18,1,"Must look this good to ride the rides 🎡

📸: @jonomite

#Champion",957,29,2023-07-20 14:04:50+00:00,0,must look good ride rides 🎡 📸 jonomite champion,"['must', 'look', 'good', 'ride', 'rides', '🎡', '📸', 'jonomite', 'champion']",must look good ride rides 🎡 📸 jonomite champion,14,3,7
champion,5016610,3.15036e+18,1,"Bobbi Champions the electrifying art of Afro-beats. Dancing with an infectious energy and rhythm. Bobbi is a skilled dancer with a deep appreciation for the culture and music. She has been able to captivate audiences everywhere, bringing joy to people through the power of movement.

📸: @shotbylasalle

#ChampionWhatMovesYou #Champion",682,29,2023-07-19 13:02:22+00:00,0,bobbi champions electrifying art afrobeats dancing infectious energy rhythm bobbi skilled dancer deep appreciation culture music able captivate audiences everywhere bringing joy people power movement 📸 shotbylasalle championwhatmovesyou champion,"['bobbi', 'champions', 'electrifying', 'art', 'afrobeats', 'dancing', 'infectious', 'energy', 'rhythm', 'bobbi', 'skilled', 'dancer', 'deep', 'appreciation', 'culture', 'music', 'able', 'captivate', 'audiences', 'everywhere', 'bringing', 'joy', 'people', 'power', 'movement', '📸', 'shotbylasalle', 'championwhatmovesyou_champion']",bobbi champions electrifying art afrobeats dancing infectious energy rhythm bobbi skilled dancer deep appreciation culture music able captivate audiences everywhere bringing joy people power movement 📸 shotbylasalle championwhatmovesyou_champion,13,2,7
